Month	New	Family	FNR	Cnt
2019-12	False	windows	0.2413793103448276	7
2019-12	False	ramnit	0.2222222222222222	4
2019-12	False	remotecode	0.2	1
2019-12	False	adware	0.005928853754940711	3
2019-12	False	cryxos	1.0	2
2019-12	False	packed	0.001558846453624318	2
2019-12	False	hiddad	0.009433962264150943	1
2020-01	False	ewind	1.0	1
2020-01	False	adware	0.08333333333333333	2
2020-01	False	hiddad	1.0	1
2020-01	False	execdownload	0.08695652173913043	2
2020-01	False	wapron	0.3333333333333333	1
2020-01	False	packed	0.01020408163265306	2
2020-01	False	umpay	1.0	1
2020-01	False	syringe	1.0	1
2020-01	False	windows	1.0	1
2020-01	True	cimsci	1.0	1
2020-02	False	adware	0.16	4
2020-02	False	boogr	1.0	2
2020-02	False	hiddad	0.01910828025477707	3
2020-02	False	fakeapp	0.25	1
2020-02	False	ewind	1.0	1
2020-02	False	execdownload	0.047619047619047616	1
2020-02	False	spyware	0.5	1
2020-02	True	congur	1.0	1
2020-03	False	infosteal	0.22727272727272727	5
2020-03	True	leadbolt	1.0	1
2020-03	False	fakeapp	0.8	4
2020-03	False	adware	0.08928571428571429	5
2020-03	False	hiddad	0.3333333333333333	1
2020-03	False	hypay	1.0	1
2020-03	False	boogr	0.5	1
2020-03	False	resharer	0.25	2
2020-03	False	execdownload	0.42857142857142855	3
2020-03	False	tool	0.5	1
2020-03	False	wapron	0.08333333333333333	1
2020-04	False	robtes	0.030303030303030304	1
2020-04	True	fakeinst	1.0	1
2020-04	False	execdownload	0.11764705882352941	2
2020-04	False	infosteal	0.06666666666666667	2
2020-04	True	goldeneagle	0.3333333333333333	1
2020-04	False	resharer	0.14285714285714285	2
2020-04	False	hiddad	0.3333333333333333	2
2020-04	False	clicks	0.25	1
2020-04	False	dnotua	0.5	1
2020-05	False	packed	0.03225806451612903	3
2020-05	False	boogr	0.5	1
2020-05	False	execdownload	0.5882352941176471	10
2020-05	True	cerberus	1.0	1
2020-05	True	mobilehunter	1.0	1
2020-05	False	smsreg	0.0625	1
2020-05	False	joker	1.0	1
2020-05	False	adware	0.075	6
2020-05	False	infosteal	0.07692307692307693	3
2020-05	False	hiddad	0.6666666666666666	6
2020-05	True	fakeadblocker	1.0	1
2020-05	False	ewind	0.125	1
2020-05	False	resharer	0.2	1
2020-05	False	hqwar	0.125	1
2020-06	False	joker	1.0	4
2020-06	False	jocker	1.0	11
2020-06	False	infosteal	0.1111111111111111	3
2020-06	True	vuad	1.0	1
2020-06	False	smsreg	0.1	1
2020-06	False	execdownload	0.1875	3
2020-06	True	teddad	1.0	1
2020-06	False	blacklister	1.0	1
2020-06	False	hiddad	0.75	3
2020-06	False	resharer	0.3333333333333333	2
2020-06	False	wroba	1.0	1
2020-06	False	mobok	1.0	2
2020-06	False	ramnit	1.0	1
2020-06	False	packed	0.027777777777777776	1
2020-06	False	adware	0.15789473684210525	3
2020-07	True	mobby	1.0	71
2020-07	False	adware	0.34782608695652173	112
2020-07	False	infosteal	0.15384615384615385	2
2020-07	False	ewind	0.15	3
2020-07	False	jocker	0.5	1
2020-07	False	execdownload	0.23076923076923078	3
2020-07	True	simpo	1.0	1
2020-07	False	fakeapp	1.0	1
2020-07	False	joker	1.0	2
2020-08	False	jocker	1.0	2
2020-08	False	execdownload	0.1111111111111111	2
2020-08	False	joker	1.0	4
2020-08	True	vuad	1.0	1
2020-08	False	infosteal	0.05263157894736842	1
2020-08	False	blacklister	1.0	1
2020-08	False	dnotua	1.0	1
2020-09	False	hiddad	0.9651162790697675	83
2020-09	False	execdownload	0.19444444444444445	7
2020-09	False	linux	1.0	1
2020-09	False	hqwar	0.5	3
2020-09	False	adware	0.023529411764705882	2
2020-09	False	smssend	1.0	1
2020-09	False	mobidash	1.0	4
2020-09	False	dnotua	1.0	1
2020-09	True	smsfactory	1.0	1
2020-09	False	resharer	0.5	1
2020-09	False	jocker	1.0	2
2020-09	False	joker	1.0	1
2020-09	False	infosteal	0.04	1
2020-09	True	monitorminor	1.0	1
2020-09	True	teddad	1.0	1
2020-10	False	execdownload	0.41304347826086957	19
2020-10	False	joker	1.0	3
2020-10	False	hqwar	0.9444444444444444	17
2020-10	False	infosteal	0.8095238095238095	17
2020-10	True	fakecop	0.5	2
2020-10	False	brata	1.0	1
2020-10	False	boogr	1.0	1
2020-10	True	multiple	1.0	1
2020-10	False	blacklister	1.0	1
2020-10	False	spyware	0.5	1
2020-11	False	execdownload	0.08771929824561403	5
2020-11	False	adware	0.03333333333333333	1
2020-11	False	infosteal	0.05555555555555555	1
2020-11	False	joker	1.0	1
2020-12	True	geinimi	1.0	310
2020-12	False	packed	0.8181818181818182	9
2020-12	False	infosteal	0.3333333333333333	7
2020-12	False	execdownload	0.2222222222222222	2
2020-12	False	hiddad	1.0	2
2021-01	True	kmin	1.0	1
2021-01	False	execdownload	0.3684210526315789	7
2021-01	False	unknown	1.0	1
2021-01	True	geinimi	0.7	14
2021-01	False	joker	1.0	1
2021-01	True	droiddreamlight	0.25	2
2021-01	False	infosteal	0.07692307692307693	1
2021-01	True	droidkungfu	0.3333333333333333	1
2021-01	False	hiddad	1.0	1
2021-01	False	jocker	1.0	6
2021-01	False	packed	0.2	1
2021-01	False	blacklister	1.0	1
2021-02	False	infosteal	0.75	9
2021-02	False	joker	1.0	2
2021-02	False	ransomware	1.0	1
2021-02	False	execdownload	1.0	5
2021-02	False	spyagent	1.0	1
2021-02	False	packed	0.3333333333333333	1
2021-02	False	jocker	1.0	1
2021-03	False	infosteal	0.8095238095238095	17
2021-03	False	packed	0.25	1
2021-03	True	gustuff	1.0	10
2021-03	False	clicks	1.0	1
2021-03	False	joker	1.0	2
2021-03	False	jocker	1.0	1
2021-03	False	fakeapp	1.0	1
2021-03	False	blacklister	1.0	1
2021-03	False	windows	1.0	1
2021-03	False	execdownload	0.07407407407407407	2
2021-04	False	infosteal	0.09523809523809523	2
2021-04	False	packed	0.16666666666666666	1
2021-04	False	joker	1.0	2
2021-04	True	ibec	1.0	1
2021-04	True	polph	1.0	4
2021-04	False	execdownload	0.14285714285714285	2
2021-04	False	resharer	1.0	1
2021-05	True	fakedoc	1.0	1
2021-05	False	jocker	1.0	2
2021-05	False	infosteal	0.5185185185185185	14
2021-05	False	execdownload	0.21428571428571427	3
2021-05	False	packed	0.3333333333333333	1
2021-05	False	unknown	1.0	2
2021-05	False	fakeapp	1.0	1
2021-05	False	wroba	1.0	1
2021-05	True	twmobo	1.0	1
2021-05	False	joker	0.5	1
2021-06	True	lockscreen	1.0	2
2021-06	False	infosteal	0.23076923076923078	3
2021-06	False	execdownload	0.2727272727272727	3
2021-06	False	adware	0.5	2
2021-06	False	triada	1.0	1
2021-06	False	packed	0.25	1
2021-06	False	joker	1.0	5
2021-06	False	jocker	1.0	1
2021-07	False	joker	1.0	4
2021-07	True	droidkungfu	0.7058823529411765	12
2021-07	False	execdownload	0.006289308176100629	1
2021-07	True	exploit	1.0	2
2021-07	False	infosteal	0.08620689655172414	5
2021-07	False	jocker	0.5	1
